"PCTCD","DistLD","DistCD","Age.Group","gender","IND_ABSENTEE","CDE_PARTY","n"
"CH0032",14,2,"55-64","F","Y","DEM",2
"CH0032",14,2,"55-64","F","Y","OTH",3
"CH0032",14,2,"55-64","F","Y","REP",3
"CH0032",14,2,"55-64","M","N","OTH",2
"CH0032",14,2,"55-64","M","N","REP",1
"CH0032",14,2,"55-64","M","Y","DEM",2
"CH0032",14,2,"55-64","M","Y","OTH",4
"CH0032",14,2,"55-64","M","Y","REP",5
"CH0032",14,2,"55-64","U","N","REP",2
"CH0032",14,2,"55-64","U","Y","OTH",1
"CH0032",14,2,"55-64","U","Y","REP",1
"CH0032",14,2,"65-74","F","N","REP",2
"CH0032",14,2,"65-74","F","Y","OTH",2
"CH0032",14,2,"65-74","M","N","DEM",1
"CH0032",14,2,"65-74","M","N","REP",2
"CH0032",14,2,"65-74","M","Y","DEM",1
"CH0032",14,2,"65-74","M","Y","OTH",2
"CH0032",14,2,"65-74","M","Y","REP",2
"CH0032",14,2,"65-74","U","N","DEM",1
"CH0032",14,2,"65-74","U","Y","REP",1
"CH0032",14,2,"75-84","F","Y","DEM",4
"CH0032",14,2,"75-84","F","Y","OTH",1
"CH0032",14,2,"75-84","F","Y","REP",3
"CH0032",14,2,"75-84","M","N","DEM",1
"CH0032",14,2,"75-84","M","Y","OTH",1
"CH0032",14,2,"75-84","U","N","REP",2
"CH0032",14,2,"75-84","U","Y","REP",2
"CH0032",14,2,"Over 85","F","N","OTH",1
"CH0032",14,2,"Over 85","F","Y","DEM",1
"CH0032",14,2,"Over 85","F","Y","REP",1
"CH0032",14,2,"Over 85","M","Y","DEM",3
"CH0032",14,2,"Over 85","M","Y","OTH",1
"CH0032",14,2,"Over 85","M","Y","REP",2
"CH0032",14,2,"Over 85","U","Y","REP",1
"CH0033",14,2,"18-34","F","N","DEM",3
"CH0033",14,2,"18-34","F","N","OTH",5
"CH0033",14,2,"18-34","F","N","REP",2
"CH0033",14,2,"18-34","F","Y","DEM",4
"CH0033",14,2,"18-34","F","Y","OTH",7
"CH0033",14,2,"18-34","F","Y","REP",1
"CH0033",14,2,"18-34","M","N","DEM",1
"CH0033",14,2,"18-34","M","N","OTH",9
"CH0033",14,2,"18-34","M","N","REP",2
"CH0033",14,2,"18-34","M","Y","DEM",2
"CH0033",14,2,"18-34","M","Y","OTH",6
"CH0033",14,2,"18-34","M","Y","REP",2
"CH0033",14,2,"18-34","U","N","OTH",3
"CH0033",14,2,"18-34","U","Y","OTH",1
"CH0033",14,2,"18-34","U","Y","REP",2
"CH0033",14,2,"35-44","F","N","DEM",2
"CH0033",14,2,"35-44","F","N","OTH",9
"CH0033",14,2,"35-44","F","N","REP",1
"CH0033",14,2,"35-44","F","Y","DEM",4
"CH0033",14,2,"35-44","F","Y","OTH",5
"CH0033",14,2,"35-44","F","Y","REP",2
"CH0033",14,2,"35-44","M","N","DEM",7
"CH0033",14,2,"35-44","M","N","LBT",1
"CH0033",14,2,"35-44","M","N","OTH",5
"CH0033",14,2,"35-44","M","N","REP",4
"CH0033",14,2,"35-44","M","Y","DEM",1
"CH0033",14,2,"35-44","M","Y","OTH",1
"CH0033",14,2,"35-44","M","Y","REP",5
"CH0033",14,2,"45-54","F","N","DEM",1
"CH0033",14,2,"45-54","F","N","OTH",5
"CH0033",14,2,"45-54","F","N","REP",3
"CH0033",14,2,"45-54","F","Y","DEM",3
"CH0033",14,2,"45-54","F","Y","OTH",1
"CH0033",14,2,"45-54","F","Y","REP",4
"CH0033",14,2,"45-54","M","N","DEM",2
"CH0033",14,2,"45-54","M","N","OTH",5
"CH0033",14,2,"45-54","M","N","REP",2
"CH0033",14,2,"45-54","M","Y","DEM",6
"CH0033",14,2,"45-54","M","Y","OTH",2
"CH0033",14,2,"45-54","M","Y","REP",6
"CH0033",14,2,"45-54","U","N","OTH",1
"CH0033",14,2,"45-54","U","Y","OTH",2
"CH0033",14,2,"45-54","U","Y","REP",1
"CH0033",14,2,"55-64","F","N","DEM",1
"CH0033",14,2,"55-64","F","N","OTH",1
"CH0033",14,2,"55-64","F","N","REP",2
"CH0033",14,2,"55-64","F","Y","DEM",5
"CH0033",14,2,"55-64","F","Y","OTH",3
"CH0033",14,2,"55-64","F","Y","REP",2
"CH0033",14,2,"55-64","M","N","DEM",3
"CH0033",14,2,"55-64","M","N","OTH",6
"CH0033",14,2,"55-64","M","N","REP",1
"CH0033",14,2,"55-64","M","Y","DEM",3
"CH0033",14,2,"55-64","M","Y","OTH",3
"CH0033",14,2,"55-64","M","Y","REP",1
"CH0033",14,2,"55-64","U","N","DEM",2
"CH0033",14,2,"55-64","U","N","OTH",1
"CH0033",14,2,"55-64","U","Y","DEM",2
"CH0033",14,2,"55-64","U","Y","REP",1
"CH0033",14,2,"65-74","F","N","DEM",1
"CH0033",14,2,"65-74","F","N","REP",1
"CH0033",14,2,"65-74","F","Y","DEM",6
"CH0033",14,2,"65-74","F","Y","OTH",4
"CH0033",14,2,"65-74","F","Y","REP",3
"CH0033",14,2,"65-74","M","N","DEM",1
"CH0033",14,2,"65-74","M","N","OTH",2
"CH0033",14,2,"65-74","M","N","REP",2
"CH0033",14,2,"65-74","M","Y","DEM",6
"CH0033",14,2,"65-74","M","Y","OTH",5
"CH0033",14,2,"65-74","M","Y","REP",5
"CH0033",14,2,"65-74","U","Y","DEM",2
"CH0033",14,2,"65-74","U","Y","REP",1
"CH0033",14,2,"75-84","F","N","DEM",1
"CH0033",14,2,"75-84","F","Y","DEM",3
"CH0033",14,2,"75-84","F","Y","OTH",2
"CH0033",14,2,"75-84","M","N","REP",1
"CH0033",14,2,"75-84","M","Y","DEM",7
"CH0033",14,2,"75-84","M","Y","OTH",3
"CH0033",14,2,"75-84","M","Y","REP",1
"CH0033",14,2,"Over 85","F","N","DEM",1
"CH0033",14,2,"Over 85","F","Y","DEM",2
"CH0033",14,2,"Over 85","M","N","DEM",1
"CH0033",14,2,"Over 85","M","Y","DEM",2
"CH0034",14,2,"18-34","F","N","DEM",3
"CH0034",14,2,"18-34","F","N","OTH",7
"CH0034",14,2,"18-34","F","N","REP",1
"CH0034",14,2,"18-34","F","Y","DEM",6
"CH0034",14,2,"18-34","F","Y","OTH",8
"CH0034",14,2,"18-34","F","Y","REP",2
"CH0034",14,2,"18-34","M","N","DEM",6
"CH0034",14,2,"18-34","M","N","OTH",4
"CH0034",14,2,"18-34","M","N","REP",3
"CH0034",14,2,"18-34","M","Y","DEM",1
"CH0034",14,2,"18-34","M","Y","OTH",10
"CH0034",14,2,"18-34","M","Y","REP",3
"CH0034",14,2,"18-34","U","N","OTH",3
"CH0034",14,2,"18-34","U","N","REP",1
"CH0034",14,2,"18-34","U","Y","DEM",2
"CH0034",14,2,"18-34","U","Y","OTH",1
"CH0034",14,2,"35-44","F","N","DEM",4
"CH0034",14,2,"35-44","F","N","OTH",2
"CH0034",14,2,"35-44","F","N","REP",1
"CH0034",14,2,"35-44","F","Y","DEM",4
"CH0034",14,2,"35-44","F","Y","OTH",5
"CH0034",14,2,"35-44","F","Y","REP",2
"CH0034",14,2,"35-44","M","N","DEM",3
"CH0034",14,2,"35-44","M","N","OTH",7
"CH0034",14,2,"35-44","M","N","REP",2
"CH0034",14,2,"35-44","M","Y","DEM",3
"CH0034",14,2,"35-44","M","Y","OTH",7
"CH0034",14,2,"35-44","M","Y","REP",2
"CH0034",14,2,"35-44","U","N","GRN",1
"CH0034",14,2,"35-44","U","N","REP",1
"CH0034",14,2,"45-54","F","N","DEM",3
"CH0034",14,2,"45-54","F","N","OTH",2
"CH0034",14,2,"45-54","F","N","REP",3
"CH0034",14,2,"45-54","F","Y","DEM",3
"CH0034",14,2,"45-54","F","Y","OTH",1
"CH0034",14,2,"45-54","F","Y","REP",2
"CH0034",14,2,"45-54","M","N","REP",3
"CH0034",14,2,"45-54","M","Y","DEM",2
"CH0034",14,2,"45-54","M","Y","REP",1
"CH0034",14,2,"45-54","U","Y","DEM",1
"CH0034",14,2,"55-64","F","N","DEM",3
"CH0034",14,2,"55-64","F","N","OTH",2
"CH0034",14,2,"55-64","F","Y","DEM",7
"CH0034",14,2,"55-64","F","Y","OTH",3
"CH0034",14,2,"55-64","F","Y","REP",2
"CH0034",14,2,"55-64","M","N","DEM",2
"CH0034",14,2,"55-64","M","N","OTH",4
"CH0034",14,2,"55-64","M","N","REP",3
"CH0034",14,2,"55-64","M","Y","DEM",4
"CH0034",14,2,"55-64","M","Y","OTH",2
"CH0034",14,2,"55-64","M","Y","REP",6
"CH0034",14,2,"55-64","U","N","OTH",1
"CH0034",14,2,"55-64","U","N","REP",1
"CH0034",14,2,"55-64","U","Y","DEM",1
"CH0034",14,2,"55-64","U","Y","REP",1
"CH0034",14,2,"65-74","F","N","REP",1
"CH0034",14,2,"65-74","F","Y","DEM",6
"CH0034",14,2,"65-74","F","Y","OTH",2
"CH0034",14,2,"65-74","F","Y","REP",4
"CH0034",14,2,"65-74","M","N","OTH",1
"CH0034",14,2,"65-74","M","N","REP",2
"CH0034",14,2,"65-74","M","Y","DEM",7
"CH0034",14,2,"65-74","M","Y","OTH",4
"CH0034",14,2,"65-74","M","Y","REP",2
"CH0034",14,2,"65-74","U","N","OTH",1
"CH0034",14,2,"65-74","U","N","REP",1
"CH0034",14,2,"65-74","U","Y","DEM",2
"CH0034",14,2,"65-74","U","Y","OTH",1
"CH0034",14,2,"75-84","F","N","DEM",1
"CH0034",14,2,"75-84","F","N","OTH",2
"CH0034",14,2,"75-84","F","N","REP",1
"CH0034",14,2,"75-84","F","Y","DEM",3
"CH0034",14,2,"75-84","F","Y","OTH",1
"CH0034",14,2,"75-84","M","N","DEM",1
"CH0034",14,2,"75-84","M","N","REP",1
"CH0034",14,2,"75-84","M","Y","DEM",2
"CH0034",14,2,"75-84","M","Y","OTH",2
"CH0034",14,2,"75-84","U","N","DEM",1
"CH0034",14,2,"75-84","U","N","REP",1
"CH0034",14,2,"Over 85","M","N","DEM",1
"CH0034",14,2,"Over 85","M","Y","DEM",3
"CH0034",14,2,"Over 85","U","N","OTH",1
"CH0034",14,2,"Over 85","U","N","REP",1
"CH0035",14,2,"18-34","F","N","DEM",1
"CH0035",14,2,"18-34","F","N","OTH",4
"CH0035",14,2,"18-34","F","N","REP",2
"CH0035",14,2,"18-34","F","Y","DEM",3
"CH0035",14,2,"18-34","F","Y","OTH",5
"CH0035",14,2,"18-34","F","Y","REP",2
"CH0035",14,2,"18-34","M","N","DEM",1
"CH0035",14,2,"18-34","M","N","OTH",5
"CH0035",14,2,"18-34","M","N","REP",2
"CH0035",14,2,"18-34","M","Y","DEM",2
"CH0035",14,2,"18-34","M","Y","OTH",6
"CH0035",14,2,"18-34","M","Y","REP",4
"CH0035",14,2,"18-34","U","N","OTH",3
"CH0035",14,2,"18-34","U","N","REP",1
"CH0035",14,2,"18-34","U","Y","OTH",4
"CH0035",14,2,"35-44","F","N","DEM",2
"CH0035",14,2,"35-44","F","N","OTH",2
"CH0035",14,2,"35-44","F","N","REP",3
"CH0035",14,2,"35-44","F","Y","DEM",5
"CH0035",14,2,"35-44","F","Y","OTH",5
"CH0035",14,2,"35-44","F","Y","REP",3
"CH0035",14,2,"35-44","M","N","OTH",5
"CH0035",14,2,"35-44","M","N","REP",4
"CH0035",14,2,"35-44","M","Y","DEM",2
"CH0035",14,2,"35-44","M","Y","OTH",6
"CH0035",14,2,"35-44","M","Y","REP",1
"CH0035",14,2,"35-44","U","N","DEM",1
"CH0035",14,2,"35-44","U","N","OTH",1
"CH0035",14,2,"35-44","U","N","REP",1
"CH0035",14,2,"35-44","U","Y","OTH",2
"CH0035",14,2,"45-54","F","N","DEM",1
"CH0035",14,2,"45-54","F","N","OTH",1
"CH0035",14,2,"45-54","F","Y","DEM",1
"CH0035",14,2,"45-54","F","Y","OTH",6
"CH0035",14,2,"45-54","F","Y","REP",2
"CH0035",14,2,"45-54","M","N","DEM",1
"CH0035",14,2,"45-54","M","N","OTH",2
"CH0035",14,2,"45-54","M","Y","DEM",1
"CH0035",14,2,"45-54","M","Y","OTH",5
"CH0035",14,2,"45-54","M","Y","REP",5
"CH0035",14,2,"45-54","U","Y","DEM",1
"CH0035",14,2,"45-54","U","Y","REP",2
"CH0035",14,2,"55-64","F","N","DEM",1
"CH0035",14,2,"55-64","F","N","OTH",4
"CH0035",14,2,"55-64","F","N","REP",4
"CH0035",14,2,"55-64","F","Y","DEM",6
"CH0035",14,2,"55-64","F","Y","OTH",5
"CH0035",14,2,"55-64","F","Y","REP",6
"CH0035",14,2,"55-64","M","N","DEM",1
"CH0035",14,2,"55-64","M","N","OTH",2
"CH0035",14,2,"55-64","M","N","REP",4
"CH0035",14,2,"55-64","M","Y","DEM",4
"CH0035",14,2,"55-64","M","Y","LBT",1
"CH0035",14,2,"55-64","M","Y","OTH",5
"CH0035",14,2,"55-64","M","Y","REP",8
"CH0035",14,2,"55-64","U","N","DEM",1
"CH0035",14,2,"55-64","U","Y","OTH",1
"CH0035",14,2,"65-74","F","N","DEM",2
"CH0035",14,2,"65-74","F","N","OTH",1
"CH0035",14,2,"65-74","F","N","REP",1
"CH0035",14,2,"65-74","F","Y","DEM",6
"CH0035",14,2,"65-74","F","Y","OTH",3
"CH0035",14,2,"65-74","M","N","DEM",1
"CH0035",14,2,"65-74","M","N","OTH",2
"CH0035",14,2,"65-74","M","N","REP",3
"CH0035",14,2,"65-74","M","Y","DEM",3
"CH0035",14,2,"65-74","M","Y","OTH",3
"CH0035",14,2,"65-74","M","Y","REP",6
"CH0035",14,2,"75-84","F","N","OTH",1
"CH0035",14,2,"75-84","F","N","REP",1
"CH0035",14,2,"75-84","F","Y","DEM",2
"CH0035",14,2,"75-84","F","Y","OTH",1
"CH0035",14,2,"75-84","F","Y","REP",2
"CH0035",14,2,"75-84","M","N","DEM",1
"CH0035",14,2,"75-84","M","N","OTH",1
"CH0035",14,2,"75-84","M","Y","REP",1
"CH0035",14,2,"75-84","U","Y","DEM",1
"CH0035",14,2,"Over 85","M","N","DEM",1
"CH0035",14,2,"Over 85","M","Y","DEM",1
"CH0035",14,2,"Over 85","M","Y","REP",1
"CH0035",14,2,"Over 85","U","Y","DEM",2
"CH0036",14,2,"18-34","F","N","DEM",6
"CH0036",14,2,"18-34","F","N","OTH",10
"CH0036",14,2,"18-34","F","N","REP",5
"CH0036",14,2,"18-34","F","Y","DEM",3
"CH0036",14,2,"18-34","F","Y","LBT",1
"CH0036",14,2,"18-34","F","Y","OTH",8
"CH0036",14,2,"18-34","F","Y","REP",4
"CH0036",14,2,"18-34","M","N","DEM",1
"CH0036",14,2,"18-34","M","N","OTH",5
"CH0036",14,2,"18-34","M","N","REP",4
"CH0036",14,2,"18-34","M","Y","DEM",4
"CH0036",14,2,"18-34","M","Y","OTH",6
"CH0036",14,2,"18-34","M","Y","REP",3
"CH0036",14,2,"18-34","U","N","OTH",1
"CH0036",14,2,"18-34","U","Y","REP",2
"CH0036",14,2,"35-44","F","N","DEM",1
"CH0036",14,2,"35-44","F","N","OTH",6
"CH0036",14,2,"35-44","F","N","REP",4
"CH0036",14,2,"35-44","F","Y","DEM",4
"CH0036",14,2,"35-44","F","Y","OTH",4
"CH0036",14,2,"35-44","F","Y","REP",2
"CH0036",14,2,"35-44","M","N","DEM",2
"CH0036",14,2,"35-44","M","N","OTH",2
"CH0036",14,2,"35-44","M","N","REP",3
"CH0036",14,2,"35-44","M","Y","DEM",4
"CH0036",14,2,"35-44","M","Y","OTH",2
"CH0036",14,2,"35-44","M","Y","REP",3
"CH0036",14,2,"35-44","U","N","OTH",1
"CH0036",14,2,"45-54","F","N","DEM",1
"CH0036",14,2,"45-54","F","N","REP",4
"CH0036",14,2,"45-54","F","Y","DEM",1
"CH0036",14,2,"45-54","F","Y","OTH",1
"CH0036",14,2,"45-54","F","Y","REP",3
"CH0036",14,2,"45-54","M","N","DEM",4
"CH0036",14,2,"45-54","M","N","OTH",5
"CH0036",14,2,"45-54","M","N","REP",1
"CH0036",14,2,"45-54","M","Y","DEM",3
"CH0036",14,2,"45-54","M","Y","REP",2
"CH0036",14,2,"45-54","U","N","REP",1
"CH0036",14,2,"45-54","U","Y","DEM",1
"CH0036",14,2,"55-64","F","N","DEM",2
"CH0036",14,2,"55-64","F","N","OTH",1
"CH0036",14,2,"55-64","F","N","REP",2
"CH0036",14,2,"55-64","F","Y","DEM",3
"CH0036",14,2,"55-64","F","Y","OTH",3
"CH0036",14,2,"55-64","F","Y","REP",4
"CH0036",14,2,"55-64","M","N","DEM",1
"CH0036",14,2,"55-64","M","N","OTH",4
"CH0036",14,2,"55-64","M","N","REP",4
"CH0036",14,2,"55-64","M","Y","DEM",3
"CH0036",14,2,"55-64","M","Y","OTH",1
"CH0036",14,2,"55-64","M","Y","REP",1
"CH0036",14,2,"55-64","U","N","REP",1
"CH0036",14,2,"55-64","U","Y","DEM",1
"CH0036",14,2,"55-64","U","Y","OTH",2
"CH0036",14,2,"55-64","U","Y","REP",1
"CH0036",14,2,"65-74","F","N","DEM",1
"CH0036",14,2,"65-74","F","N","REP",2
"CH0036",14,2,"65-74","F","Y","DEM",7
"CH0036",14,2,"65-74","F","Y","OTH",2
"CH0036",14,2,"65-74","M","N","REP",1
"CH0036",14,2,"65-74","M","Y","DEM",1
"CH0036",14,2,"65-74","M","Y","OTH",5
"CH0036",14,2,"65-74","M","Y","REP",2
"CH0036",14,2,"65-74","U","N","DEM",1
"CH0036",14,2,"65-74","U","Y","OTH",1
"CH0036",14,2,"65-74","U","Y","REP",1
"CH0036",14,2,"75-84","F","Y","DEM",2
"CH0036",14,2,"75-84","F","Y","OTH",1
"CH0036",14,2,"75-84","F","Y","REP",2
"CH0036",14,2,"75-84","M","Y","DEM",4
"CH0036",14,2,"75-84","M","Y","OTH",2
"CH0036",14,2,"75-84","M","Y","REP",2
"CH0036",14,2,"Over 85","F","Y","DEM",1
"CH0036",14,2,"Over 85","F","Y","OTH",1
"CH0036",14,2,"Over 85","M","Y","DEM",2
"CH0037",14,2,"18-34","F","N","OTH",2
"CH0037",14,2,"18-34","F","N","REP",1
"CH0037",14,2,"18-34","F","Y","DEM",3
"CH0037",14,2,"18-34","F","Y","OTH",7
"CH0037",14,2,"18-34","M","N","DEM",2
"CH0037",14,2,"18-34","M","N","GRN",1
"CH0037",14,2,"18-34","M","N","OTH",2
"CH0037",14,2,"18-34","M","N","REP",2
"CH0037",14,2,"18-34","M","Y","LBT",2
"CH0037",14,2,"18-34","M","Y","OTH",4
"CH0037",14,2,"18-34","M","Y","REP",2
"CH0037",14,2,"18-34","U","N","REP",1
"CH0037",14,2,"18-34","U","Y","OTH",1
"CH0037",14,2,"35-44","F","N","OTH",1
"CH0037",14,2,"35-44","F","N","REP",1
"CH0037",14,2,"35-44","F","Y","DEM",3
"CH0037",14,2,"35-44","F","Y","OTH",1
"CH0037",14,2,"35-44","F","Y","REP",1
"CH0037",14,2,"35-44","M","N","REP",4
"CH0037",14,2,"35-44","M","Y","DEM",2
"CH0037",14,2,"35-44","M","Y","OTH",1
"CH0037",14,2,"35-44","M","Y","REP",1
"CH0037",14,2,"35-44","U","Y","REP",1
"CH0037",14,2,"45-54","F","N","DEM",4
"CH0037",14,2,"45-54","F","N","OTH",3
"CH0037",14,2,"45-54","F","N","REP",1
"CH0037",14,2,"45-54","F","Y","REP",4
"CH0037",14,2,"45-54","M","N","OTH",1
"CH0037",14,2,"45-54","M","N","REP",1
"CH0037",14,2,"45-54","M","Y","DEM",1
"CH0037",14,2,"45-54","M","Y","OTH",1
"CH0037",14,2,"45-54","M","Y","REP",6
"CH0037",14,2,"45-54","U","Y","REP",3
"CH0037",14,2,"55-64","F","N","OTH",2
"CH0037",14,2,"55-64","F","N","REP",1
"CH0037",14,2,"55-64","F","Y","DEM",4
"CH0037",14,2,"55-64","F","Y","OTH",2
"CH0037",14,2,"55-64","F","Y","REP",3
"CH0037",14,2,"55-64","M","N","DEM",1
"CH0037",14,2,"55-64","M","N","OTH",5
"CH0037",14,2,"55-64","M","N","REP",1
"CH0037",14,2,"55-64","M","Y","REP",5
"CH0037",14,2,"55-64","U","Y","REP",1
"CH0037",14,2,"65-74","F","N","DEM",1
"CH0037",14,2,"65-74","F","N","OTH",1
"CH0037",14,2,"65-74","F","Y","OTH",1
"CH0037",14,2,"65-74","F","Y","REP",4
"CH0037",14,2,"65-74","M","N","REP",1
"CH0037",14,2,"65-74","M","Y","DEM",6
"CH0037",14,2,"65-74","M","Y","REP",1
"CH0037",14,2,"65-74","U","Y","DEM",1
"CH0037",14,2,"75-84","F","N","OTH",1
"CH0037",14,2,"75-84","F","Y","DEM",2
"CH0037",14,2,"75-84","F","Y","REP",1
"CH0037",14,2,"75-84","M","N","OTH",1
"CH0037",14,2,"75-84","M","N","REP",1
"CH0037",14,2,"75-84","M","Y","REP",1
"CH0037",14,2,"Over 85","F","Y","DEM",1
"CH0037",14,2,"Over 85","M","N","DEM",1
"CH0037",14,2,"Over 85","M","Y","DEM",1
"CH0038",14,2,"18-34","F","N","DEM",1
"CH0038",14,2,"18-34","F","N","OTH",4
"CH0038",14,2,"18-34","F","Y","DEM",7
"CH0038",14,2,"18-34","F","Y","OTH",4
"CH0038",14,2,"18-34","F","Y","REP",2
"CH0038",14,2,"18-34","M","N","DEM",1
"CH0038",14,2,"18-34","M","N","LBT",1
"CH0038",14,2,"18-34","M","N","OTH",4
"CH0038",14,2,"18-34","M","N","REP",4
"CH0038",14,2,"18-34","M","Y","DEM",3
"CH0038",14,2,"18-34","M","Y","LBT",1
"CH0038",14,2,"18-34","M","Y","OTH",5
"CH0038",14,2,"18-34","M","Y","REP",4
"CH0038",14,2,"18-34","U","N","DEM",1
"CH0038",14,2,"18-34","U","N","OTH",1
"CH0038",14,2,"18-34","U","N","REP",2
"CH0038",14,2,"18-34","U","Y","DEM",1
"CH0038",14,2,"18-34","U","Y","OTH",1
"CH0038",14,2,"35-44","F","N","DEM",2
"CH0038",14,2,"35-44","F","N","OTH",5
"CH0038",14,2,"35-44","F","N","REP",2
"CH0038",14,2,"35-44","F","Y","DEM",2
"CH0038",14,2,"35-44","F","Y","OTH",4
"CH0038",14,2,"35-44","F","Y","REP",1
"CH0038",14,2,"35-44","M","N","OTH",1
"CH0038",14,2,"35-44","M","N","REP",4
"CH0038",14,2,"35-44","M","Y","DEM",1
"CH0038",14,2,"35-44","M","Y","OTH",4
"CH0038",14,2,"35-44","U","Y","OTH",1
"CH0038",14,2,"45-54","F","N","REP",2
"CH0038",14,2,"45-54","F","Y","DEM",6
"CH0038",14,2,"45-54","F","Y","OTH",3
"CH0038",14,2,"45-54","F","Y","REP",1
"CH0038",14,2,"45-54","M","N","DEM",2
"CH0038",14,2,"45-54","M","N","OTH",2
"CH0038",14,2,"45-54","M","N","REP",1
"CH0038",14,2,"45-54","M","Y","DEM",1
"CH0038",14,2,"45-54","M","Y","OTH",7
"CH0038",14,2,"45-54","M","Y","REP",7
"CH0038",14,2,"55-64","F","N","DEM",1
"CH0038",14,2,"55-64","F","N","OTH",3
"CH0038",14,2,"55-64","F","N","REP",2
"CH0038",14,2,"55-64","F","Y","DEM",4
"CH0038",14,2,"55-64","F","Y","OTH",2
"CH0038",14,2,"55-64","F","Y","REP",2
"CH0038",14,2,"55-64","M","N","DEM",1
"CH0038",14,2,"55-64","M","N","OTH",2
"CH0038",14,2,"55-64","M","N","REP",1
"CH0038",14,2,"55-64","M","Y","DEM",2
"CH0038",14,2,"55-64","M","Y","OTH",2
"CH0038",14,2,"55-64","M","Y","REP",4
"CH0038",14,2,"55-64","U","Y","OTH",1
"CH0038",14,2,"65-74","F","N","DEM",2
"CH0038",14,2,"65-74","F","N","REP",1
"CH0038",14,2,"65-74","F","Y","DEM",2
"CH0038",14,2,"65-74","F","Y","OTH",1
"CH0038",14,2,"65-74","M","N","DEM",1
"CH0038",14,2,"65-74","M","N","REP",1
"CH0038",14,2,"65-74","M","Y","DEM",2
"CH0038",14,2,"65-74","M","Y","REP",1
"CH0038",14,2,"65-74","U","N","DEM",1
"CH0038",14,2,"65-74","U","Y","DEM",1
"CH0038",14,2,"65-74","U","Y","REP",1
"CH0038",14,2,"75-84","F","N","DEM",1
"CH0038",14,2,"75-84","F","Y","DEM",2
"CH0038",14,2,"75-84","M","N","OTH",1
"CH0038",14,2,"75-84","M","Y","DEM",1
"CH0038",14,2,"75-84","M","Y","OTH",1
"CH0038",14,2,"75-84","U","N","DEM",1
"CH0038",14,2,"75-84","U","Y","DEM",1
"CH0038",14,2,"75-84","U","Y","REP",1
"CH0038",14,2,"Over 85","F","Y","DEM",1
"CH0038",14,2,"Over 85","M","N","DEM",1
"CH0039",14,2,"18-34","F","N","DEM",10
"CH0039",14,2,"18-34","F","N","OTH",19
"CH0039",14,2,"18-34","F","N","REP",4
"CH0039",14,2,"18-34","F","Y","DEM",17
"CH0039",14,2,"18-34","F","Y","OTH",11
"CH0039",14,2,"18-34","F","Y","REP",6
"CH0039",14,2,"18-34","M","N","DEM",7
"CH0039",14,2,"18-34","M","N","OTH",23
"CH0039",14,2,"18-34","M","N","REP",6
"CH0039",14,2,"18-34","M","Y","DEM",11
"CH0039",14,2,"18-34","M","Y","OTH",11
"CH0039",14,2,"18-34","M","Y","REP",9
"CH0039",14,2,"18-34","U","N","DEM",3
"CH0039",14,2,"18-34","U","N","OTH",5
"CH0039",14,2,"18-34","U","N","REP",4
"CH0039",14,2,"18-34","U","Y","DEM",4
"CH0039",14,2,"18-34","U","Y","OTH",5
"CH0039",14,2,"18-34","U","Y","REP",1
"CH0039",14,2,"35-44","F","N","DEM",3
"CH0039",14,2,"35-44","F","N","OTH",6
"CH0039",14,2,"35-44","F","N","REP",7
"CH0039",14,2,"35-44","F","Y","DEM",4
"CH0039",14,2,"35-44","F","Y","OTH",4
"CH0039",14,2,"35-44","F","Y","REP",5
"CH0039",14,2,"35-44","M","N","DEM",4
"CH0039",14,2,"35-44","M","N","GRN",1
"CH0039",14,2,"35-44","M","N","LBT",1
"CH0039",14,2,"35-44","M","N","OTH",4
"CH0039",14,2,"35-44","M","N","REP",8
"CH0039",14,2,"35-44","M","Y","DEM",4
"CH0039",14,2,"35-44","M","Y","OTH",9
"CH0039",14,2,"35-44","M","Y","REP",4
"CH0039",14,2,"35-44","U","N","DEM",1
"CH0039",14,2,"35-44","U","N","OTH",2
"CH0039",14,2,"35-44","U","N","REP",3
"CH0039",14,2,"35-44","U","Y","DEM",1
"CH0039",14,2,"35-44","U","Y","OTH",3
"CH0039",14,2,"35-44","U","Y","REP",2
"CH0039",14,2,"45-54","F","N","DEM",7
"CH0039",14,2,"45-54","F","N","OTH",7
"CH0039",14,2,"45-54","F","N","REP",1
"CH0039",14,2,"45-54","F","Y","DEM",8
"CH0039",14,2,"45-54","F","Y","OTH",2
"CH0039",14,2,"45-54","F","Y","REP",2
"CH0039",14,2,"45-54","M","N","DEM",2
"CH0039",14,2,"45-54","M","N","OTH",7
"CH0039",14,2,"45-54","M","N","REP",2
"CH0039",14,2,"45-54","M","Y","DEM",5
"CH0039",14,2,"45-54","M","Y","OTH",4
"CH0039",14,2,"45-54","M","Y","REP",2
"CH0039",14,2,"45-54","U","N","OTH",1
"CH0039",14,2,"45-54","U","N","REP",1
"CH0039",14,2,"55-64","F","N","DEM",4
"CH0039",14,2,"55-64","F","N","OTH",4
"CH0039",14,2,"55-64","F","Y","DEM",9
"CH0039",14,2,"55-64","F","Y","OTH",8
"CH0039",14,2,"55-64","F","Y","REP",5
"CH0039",14,2,"55-64","M","N","DEM",4
"CH0039",14,2,"55-64","M","N","OTH",4
"CH0039",14,2,"55-64","M","N","REP",1
"CH0039",14,2,"55-64","M","Y","DEM",9
"CH0039",14,2,"55-64","M","Y","OTH",2
