"PCTCD","DistLD","DistCD","Age.Group","gender","IND_ABSENTEE","CDE_PARTY","n"
"MC0594",23,6,"55-64","F","N","OTH",1
"MC0594",23,6,"55-64","F","N","REP",1
"MC0594",23,6,"55-64","F","Y","DEM",1
"MC0594",23,6,"55-64","F","Y","REP",2
"MC0594",23,6,"55-64","M","N","REP",5
"MC0594",23,6,"55-64","M","Y","DEM",2
"MC0594",23,6,"55-64","M","Y","OTH",3
"MC0594",23,6,"55-64","M","Y","REP",6
"MC0594",23,6,"55-64","U","Y","DEM",1
"MC0594",23,6,"55-64","U","Y","REP",2
"MC0594",23,6,"65-74","F","Y","DEM",4
"MC0594",23,6,"65-74","F","Y","OTH",1
"MC0594",23,6,"65-74","F","Y","REP",2
"MC0594",23,6,"65-74","M","Y","REP",2
"MC0594",23,6,"65-74","U","Y","REP",1
"MC0594",23,6,"75-84","F","Y","REP",2
"MC0594",23,6,"75-84","M","Y","REP",3
"MC0594",23,6,"75-84","U","N","OTH",1
"MC0595",12,5,"18-34","F","N","DEM",4
"MC0595",12,5,"18-34","F","N","OTH",14
"MC0595",12,5,"18-34","F","N","REP",2
"MC0595",12,5,"18-34","F","Y","DEM",17
"MC0595",12,5,"18-34","F","Y","OTH",18
"MC0595",12,5,"18-34","F","Y","REP",10
"MC0595",12,5,"18-34","M","N","DEM",5
"MC0595",12,5,"18-34","M","N","OTH",10
"MC0595",12,5,"18-34","M","N","REP",3
"MC0595",12,5,"18-34","M","Y","DEM",14
"MC0595",12,5,"18-34","M","Y","OTH",17
"MC0595",12,5,"18-34","M","Y","REP",9
"MC0595",12,5,"18-34","U","N","DEM",2
"MC0595",12,5,"18-34","U","N","OTH",1
"MC0595",12,5,"18-34","U","N","REP",1
"MC0595",12,5,"18-34","U","Y","DEM",1
"MC0595",12,5,"18-34","U","Y","OTH",1
"MC0595",12,5,"18-34","U","Y","REP",1
"MC0595",12,5,"35-44","F","N","DEM",4
"MC0595",12,5,"35-44","F","N","OTH",4
"MC0595",12,5,"35-44","F","N","REP",2
"MC0595",12,5,"35-44","F","Y","DEM",11
"MC0595",12,5,"35-44","F","Y","LBT",1
"MC0595",12,5,"35-44","F","Y","OTH",10
"MC0595",12,5,"35-44","F","Y","REP",6
"MC0595",12,5,"35-44","M","N","DEM",3
"MC0595",12,5,"35-44","M","N","LBT",1
"MC0595",12,5,"35-44","M","N","OTH",6
"MC0595",12,5,"35-44","M","N","REP",2
"MC0595",12,5,"35-44","M","Y","DEM",14
"MC0595",12,5,"35-44","M","Y","OTH",7
"MC0595",12,5,"35-44","M","Y","REP",3
"MC0595",12,5,"35-44","U","N","OTH",1
"MC0595",12,5,"35-44","U","Y","DEM",3
"MC0595",12,5,"45-54","F","N","DEM",3
"MC0595",12,5,"45-54","F","N","OTH",2
"MC0595",12,5,"45-54","F","N","REP",1
"MC0595",12,5,"45-54","F","Y","DEM",15
"MC0595",12,5,"45-54","F","Y","OTH",8
"MC0595",12,5,"45-54","F","Y","REP",6
"MC0595",12,5,"45-54","M","N","DEM",4
"MC0595",12,5,"45-54","M","N","OTH",7
"MC0595",12,5,"45-54","M","N","REP",3
"MC0595",12,5,"45-54","M","Y","DEM",6
"MC0595",12,5,"45-54","M","Y","OTH",7
"MC0595",12,5,"45-54","M","Y","REP",5
"MC0595",12,5,"45-54","U","N","DEM",1
"MC0595",12,5,"45-54","U","N","REP",2
"MC0595",12,5,"45-54","U","Y","DEM",2
"MC0595",12,5,"45-54","U","Y","OTH",1
"MC0595",12,5,"55-64","F","N","DEM",2
"MC0595",12,5,"55-64","F","N","OTH",5
"MC0595",12,5,"55-64","F","N","REP",1
"MC0595",12,5,"55-64","F","Y","DEM",15
"MC0595",12,5,"55-64","F","Y","OTH",1
"MC0595",12,5,"55-64","F","Y","REP",5
"MC0595",12,5,"55-64","M","N","DEM",2
"MC0595",12,5,"55-64","M","N","REP",5
"MC0595",12,5,"55-64","M","Y","DEM",15
"MC0595",12,5,"55-64","M","Y","OTH",5
"MC0595",12,5,"55-64","M","Y","REP",3
"MC0595",12,5,"55-64","U","N","DEM",1
"MC0595",12,5,"55-64","U","N","OTH",1
"MC0595",12,5,"55-64","U","Y","DEM",2
"MC0595",12,5,"55-64","U","Y","OTH",1
"MC0595",12,5,"65-74","F","N","DEM",1
"MC0595",12,5,"65-74","F","N","OTH",2
"MC0595",12,5,"65-74","F","Y","DEM",7
"MC0595",12,5,"65-74","F","Y","OTH",1
"MC0595",12,5,"65-74","M","N","DEM",3
"MC0595",12,5,"65-74","M","N","OTH",1
"MC0595",12,5,"65-74","M","N","REP",1
"MC0595",12,5,"65-74","M","Y","DEM",5
"MC0595",12,5,"65-74","M","Y","OTH",3
"MC0595",12,5,"65-74","M","Y","REP",1
"MC0595",12,5,"65-74","U","N","OTH",1
"MC0595",12,5,"65-74","U","Y","OTH",3
"MC0595",12,5,"75-84","F","Y","DEM",5
"MC0595",12,5,"75-84","F","Y","OTH",2
"MC0595",12,5,"75-84","F","Y","REP",1
"MC0595",12,5,"75-84","M","Y","DEM",4
"MC0595",12,5,"75-84","M","Y","REP",1
"MC0595",12,5,"75-84","U","Y","DEM",1
"MC0595",12,5,"Over 85","F","Y","DEM",3
"MC0595",12,5,"Over 85","F","Y","OTH",1
"MC0595",12,5,"Over 85","F","Y","REP",1
"MC0595",12,5,"Over 85","M","Y","DEM",2
"MC0595",12,5,"Over 85","M","Y","REP",1
"MC0596",15,6,"18-34","F","N","DEM",2
"MC0596",15,6,"18-34","F","N","LBT",1
"MC0596",15,6,"18-34","F","N","OTH",3
"MC0596",15,6,"18-34","F","Y","DEM",7
"MC0596",15,6,"18-34","F","Y","OTH",3
"MC0596",15,6,"18-34","F","Y","REP",3
"MC0596",15,6,"18-34","M","N","DEM",3
"MC0596",15,6,"18-34","M","N","OTH",5
"MC0596",15,6,"18-34","M","N","REP",3
"MC0596",15,6,"18-34","M","Y","DEM",5
"MC0596",15,6,"18-34","M","Y","OTH",7
"MC0596",15,6,"18-34","M","Y","REP",5
"MC0596",15,6,"18-34","U","N","OTH",2
"MC0596",15,6,"18-34","U","Y","DEM",1
"MC0596",15,6,"18-34","U","Y","OTH",1
"MC0596",15,6,"18-34","U","Y","REP",3
"MC0596",15,6,"35-44","F","N","DEM",2
"MC0596",15,6,"35-44","F","N","OTH",2
"MC0596",15,6,"35-44","F","Y","DEM",7
"MC0596",15,6,"35-44","F","Y","OTH",3
"MC0596",15,6,"35-44","F","Y","REP",1
"MC0596",15,6,"35-44","M","N","OTH",2
"MC0596",15,6,"35-44","M","N","REP",3
"MC0596",15,6,"35-44","M","Y","DEM",5
"MC0596",15,6,"35-44","M","Y","OTH",11
"MC0596",15,6,"35-44","M","Y","REP",2
"MC0596",15,6,"35-44","U","Y","DEM",4
"MC0596",15,6,"35-44","U","Y","REP",1
"MC0596",15,6,"45-54","F","N","DEM",1
"MC0596",15,6,"45-54","F","N","OTH",1
"MC0596",15,6,"45-54","F","Y","DEM",5
"MC0596",15,6,"45-54","F","Y","OTH",5
"MC0596",15,6,"45-54","F","Y","REP",8
"MC0596",15,6,"45-54","M","N","LBT",1
"MC0596",15,6,"45-54","M","N","REP",1
"MC0596",15,6,"45-54","M","Y","DEM",3
"MC0596",15,6,"45-54","M","Y","OTH",4
"MC0596",15,6,"45-54","M","Y","REP",5
"MC0596",15,6,"45-54","U","Y","DEM",1
"MC0596",15,6,"55-64","F","N","DEM",2
"MC0596",15,6,"55-64","F","N","OTH",1
"MC0596",15,6,"55-64","F","N","REP",1
"MC0596",15,6,"55-64","F","Y","DEM",2
"MC0596",15,6,"55-64","F","Y","OTH",1
"MC0596",15,6,"55-64","F","Y","REP",8
"MC0596",15,6,"55-64","M","N","DEM",4
"MC0596",15,6,"55-64","M","N","OTH",1
"MC0596",15,6,"55-64","M","N","REP",3
"MC0596",15,6,"55-64","M","Y","DEM",3
"MC0596",15,6,"55-64","M","Y","OTH",1
"MC0596",15,6,"55-64","M","Y","REP",2
"MC0596",15,6,"55-64","U","N","DEM",1
"MC0596",15,6,"55-64","U","Y","DEM",1
"MC0596",15,6,"55-64","U","Y","OTH",1
"MC0596",15,6,"55-64","U","Y","REP",1
"MC0596",15,6,"65-74","F","Y","DEM",2
"MC0596",15,6,"65-74","F","Y","OTH",3
"MC0596",15,6,"65-74","M","Y","DEM",4
"MC0596",15,6,"65-74","M","Y","OTH",1
"MC0596",15,6,"65-74","M","Y","REP",2
"MC0596",15,6,"65-74","U","Y","REP",1
"MC0596",15,6,"75-84","F","N","OTH",1
"MC0596",15,6,"75-84","F","Y","DEM",2
"MC0596",15,6,"75-84","F","Y","OTH",1
"MC0596",15,6,"75-84","M","Y","DEM",1
"MC0596",15,6,"75-84","M","Y","OTH",2
"MC0596",15,6,"Over 85","F","Y","DEM",1
"MC0596",15,6,"Over 85","F","Y","OTH",1
"MC0596",15,6,"Over 85","M","Y","DEM",2
"MC0596",15,6,"Over 85","M","Y","OTH",1
"MC0596",15,6,"Over 85","M","Y","REP",1
"MC0597",22,8,"18-34","F","N","DEM",2
"MC0597",22,8,"18-34","F","N","LBT",1
"MC0597",22,8,"18-34","F","N","OTH",9
"MC0597",22,8,"18-34","F","N","REP",1
"MC0597",22,8,"18-34","F","Y","DEM",7
"MC0597",22,8,"18-34","F","Y","OTH",2
"MC0597",22,8,"18-34","F","Y","REP",6
"MC0597",22,8,"18-34","M","N","DEM",6
"MC0597",22,8,"18-34","M","N","OTH",4
"MC0597",22,8,"18-34","M","N","REP",1
"MC0597",22,8,"18-34","M","Y","DEM",7
"MC0597",22,8,"18-34","M","Y","LBT",2
"MC0597",22,8,"18-34","M","Y","OTH",6
"MC0597",22,8,"18-34","M","Y","REP",3
"MC0597",22,8,"18-34","U","Y","DEM",4
"MC0597",22,8,"18-34","U","Y","LBT",1
"MC0597",22,8,"35-44","F","N","DEM",1
"MC0597",22,8,"35-44","F","N","OTH",1
"MC0597",22,8,"35-44","F","N","REP",1
"MC0597",22,8,"35-44","F","Y","DEM",2
"MC0597",22,8,"35-44","F","Y","OTH",4
"MC0597",22,8,"35-44","F","Y","REP",1
"MC0597",22,8,"35-44","M","N","DEM",2
"MC0597",22,8,"35-44","M","N","OTH",3
"MC0597",22,8,"35-44","M","N","REP",2
"MC0597",22,8,"35-44","M","Y","DEM",1
"MC0597",22,8,"35-44","M","Y","OTH",3
"MC0597",22,8,"35-44","M","Y","REP",1
"MC0597",22,8,"35-44","U","Y","OTH",1
"MC0597",22,8,"35-44","U","Y","REP",1
"MC0597",22,8,"45-54","F","N","DEM",2
"MC0597",22,8,"45-54","F","N","OTH",2
"MC0597",22,8,"45-54","F","N","REP",1
"MC0597",22,8,"45-54","F","Y","DEM",4
"MC0597",22,8,"45-54","F","Y","OTH",5
"MC0597",22,8,"45-54","F","Y","REP",8
"MC0597",22,8,"45-54","M","N","DEM",3
"MC0597",22,8,"45-54","M","N","OTH",3
"MC0597",22,8,"45-54","M","Y","DEM",3
"MC0597",22,8,"45-54","M","Y","OTH",2
"MC0597",22,8,"45-54","M","Y","REP",2
"MC0597",22,8,"45-54","U","N","OTH",1
"MC0597",22,8,"45-54","U","N","REP",1
"MC0597",22,8,"45-54","U","Y","DEM",1
"MC0597",22,8,"45-54","U","Y","REP",1
"MC0597",22,8,"55-64","F","N","DEM",1
"MC0597",22,8,"55-64","F","N","OTH",1
"MC0597",22,8,"55-64","F","Y","DEM",5
"MC0597",22,8,"55-64","F","Y","OTH",1
"MC0597",22,8,"55-64","F","Y","REP",2
"MC0597",22,8,"55-64","M","N","DEM",1
"MC0597",22,8,"55-64","M","N","OTH",1
"MC0597",22,8,"55-64","M","N","REP",1
"MC0597",22,8,"55-64","M","Y","DEM",4
"MC0597",22,8,"55-64","M","Y","OTH",2
"MC0597",22,8,"55-64","M","Y","REP",2
"MC0597",22,8,"65-74","F","Y","DEM",2
"MC0597",22,8,"65-74","F","Y","OTH",2
"MC0597",22,8,"65-74","F","Y","REP",2
"MC0597",22,8,"65-74","M","N","REP",1
"MC0597",22,8,"65-74","M","Y","DEM",1
"MC0597",22,8,"65-74","M","Y","REP",1
"MC0597",22,8,"65-74","U","Y","REP",1
"MC0597",22,8,"75-84","F","N","DEM",1
"MC0597",22,8,"75-84","F","Y","DEM",2
"MC0597",22,8,"75-84","M","Y","DEM",1
"MC0597",22,8,"75-84","U","Y","DEM",1
"MC0597",22,8,"Over 85","F","N","OTH",1
"MC0598",27,7,"18-34","F","N","DEM",15
"MC0598",27,7,"18-34","F","N","OTH",25
"MC0598",27,7,"18-34","F","N","REP",4
"MC0598",27,7,"18-34","F","Y","DEM",88
"MC0598",27,7,"18-34","F","Y","LBT",1
"MC0598",27,7,"18-34","F","Y","OTH",67
"MC0598",27,7,"18-34","F","Y","REP",8
"MC0598",27,7,"18-34","M","N","DEM",20
"MC0598",27,7,"18-34","M","N","OTH",39
"MC0598",27,7,"18-34","M","N","REP",2
"MC0598",27,7,"18-34","M","Y","DEM",67
"MC0598",27,7,"18-34","M","Y","OTH",54
"MC0598",27,7,"18-34","M","Y","REP",10
"MC0598",27,7,"18-34","U","N","DEM",4
"MC0598",27,7,"18-34","U","N","OTH",1
"MC0598",27,7,"18-34","U","N","REP",1
"MC0598",27,7,"18-34","U","Y","DEM",22
"MC0598",27,7,"18-34","U","Y","GRN",1
"MC0598",27,7,"18-34","U","Y","OTH",12
"MC0598",27,7,"18-34","U","Y","REP",2
"MC0598",27,7,"35-44","F","N","DEM",9
"MC0598",27,7,"35-44","F","N","OTH",11
"MC0598",27,7,"35-44","F","Y","DEM",46
"MC0598",27,7,"35-44","F","Y","OTH",16
"MC0598",27,7,"35-44","F","Y","REP",5
"MC0598",27,7,"35-44","M","N","DEM",9
"MC0598",27,7,"35-44","M","N","LBT",1
"MC0598",27,7,"35-44","M","N","OTH",22
"MC0598",27,7,"35-44","M","N","REP",1
"MC0598",27,7,"35-44","M","Y","DEM",30
"MC0598",27,7,"35-44","M","Y","LBT",1
"MC0598",27,7,"35-44","M","Y","OTH",17
"MC0598",27,7,"35-44","M","Y","REP",2
"MC0598",27,7,"35-44","U","N","DEM",2
"MC0598",27,7,"35-44","U","N","OTH",2
"MC0598",27,7,"35-44","U","Y","DEM",6
"MC0598",27,7,"35-44","U","Y","OTH",4
"MC0598",27,7,"35-44","U","Y","REP",1
"MC0598",27,7,"45-54","F","N","DEM",12
"MC0598",27,7,"45-54","F","N","OTH",9
"MC0598",27,7,"45-54","F","N","REP",3
"MC0598",27,7,"45-54","F","Y","DEM",29
"MC0598",27,7,"45-54","F","Y","OTH",17
"MC0598",27,7,"45-54","F","Y","REP",3
"MC0598",27,7,"45-54","M","N","DEM",7
"MC0598",27,7,"45-54","M","N","OTH",13
"MC0598",27,7,"45-54","M","N","REP",4
"MC0598",27,7,"45-54","M","Y","DEM",26
"MC0598",27,7,"45-54","M","Y","OTH",8
"MC0598",27,7,"45-54","M","Y","REP",4
"MC0598",27,7,"45-54","U","N","DEM",3
"MC0598",27,7,"45-54","U","N","OTH",2
"MC0598",27,7,"45-54","U","Y","DEM",8
"MC0598",27,7,"45-54","U","Y","OTH",3
"MC0598",27,7,"45-54","U","Y","REP",1
"MC0598",27,7,"55-64","F","N","DEM",7
"MC0598",27,7,"55-64","F","N","OTH",4
"MC0598",27,7,"55-64","F","Y","DEM",58
"MC0598",27,7,"55-64","F","Y","OTH",5
"MC0598",27,7,"55-64","F","Y","REP",5
"MC0598",27,7,"55-64","M","N","DEM",12
"MC0598",27,7,"55-64","M","N","OTH",12
"MC0598",27,7,"55-64","M","N","REP",3
"MC0598",27,7,"55-64","M","Y","DEM",47
"MC0598",27,7,"55-64","M","Y","OTH",10
"MC0598",27,7,"55-64","M","Y","REP",8
"MC0598",27,7,"55-64","U","N","DEM",1
"MC0598",27,7,"55-64","U","N","OTH",2
"MC0598",27,7,"55-64","U","N","REP",1
"MC0598",27,7,"55-64","U","Y","DEM",7
"MC0598",27,7,"55-64","U","Y","OTH",3
"MC0598",27,7,"55-64","U","Y","REP",3
"MC0598",27,7,"65-74","F","N","DEM",3
"MC0598",27,7,"65-74","F","N","OTH",4
"MC0598",27,7,"65-74","F","N","REP",1
"MC0598",27,7,"65-74","F","Y","DEM",40
"MC0598",27,7,"65-74","F","Y","OTH",8
"MC0598",27,7,"65-74","F","Y","REP",3
"MC0598",27,7,"65-74","M","N","DEM",9
"MC0598",27,7,"65-74","M","N","OTH",1
"MC0598",27,7,"65-74","M","N","REP",1
"MC0598",27,7,"65-74","M","Y","DEM",30
"MC0598",27,7,"65-74","M","Y","OTH",12
"MC0598",27,7,"65-74","M","Y","REP",2
"MC0598",27,7,"65-74","U","N","DEM",1
"MC0598",27,7,"65-74","U","N","OTH",2
"MC0598",27,7,"65-74","U","Y","DEM",3
"MC0598",27,7,"65-74","U","Y","OTH",2
"MC0598",27,7,"75-84","F","N","DEM",1
"MC0598",27,7,"75-84","F","N","OTH",2
"MC0598",27,7,"75-84","F","N","REP",1
"MC0598",27,7,"75-84","F","Y","DEM",15
"MC0598",27,7,"75-84","F","Y","OTH",7
"MC0598",27,7,"75-84","M","N","DEM",3
"MC0598",27,7,"75-84","M","N","OTH",3
"MC0598",27,7,"75-84","M","Y","DEM",10
"MC0598",27,7,"75-84","M","Y","OTH",4
"MC0598",27,7,"75-84","M","Y","REP",1
"MC0598",27,7,"75-84","U","Y","DEM",6
"MC0598",27,7,"75-84","U","Y","OTH",2
"MC0598",27,7,"Over 85","F","N","DEM",1
"MC0598",27,7,"Over 85","F","Y","DEM",7
"MC0598",27,7,"Over 85","F","Y","OTH",4
"MC0598",27,7,"Over 85","M","N","DEM",1
"MC0598",27,7,"Over 85","M","N","REP",1
"MC0598",27,7,"Over 85","M","Y","DEM",10
"MC0598",27,7,"Over 85","M","Y","OTH",2
"MC0598",27,7,"Over 85","M","Y","REP",1
"MC0598",27,7,"Over 85","U","N","DEM",1
"MC0598",27,7,"Over 85","U","Y","DEM",2
"MC0598",27,7,"Over 85","U","Y","OTH",2
"MC0599",15,6,"18-34","F","N","DEM",5
"MC0599",15,6,"18-34","F","N","OTH",5
"MC0599",15,6,"18-34","F","Y","DEM",8
"MC0599",15,6,"18-34","F","Y","OTH",5
"MC0599",15,6,"18-34","M","N","DEM",3
"MC0599",15,6,"18-34","M","N","REP",1
"MC0599",15,6,"18-34","M","Y","DEM",6
"MC0599",15,6,"35-44","F","N","OTH",2
"MC0599",15,6,"35-44","F","N","REP",1
"MC0599",15,6,"35-44","F","Y","DEM",2
"MC0599",15,6,"35-44","F","Y","OTH",2
"MC0599",15,6,"35-44","M","N","DEM",1
"MC0599",15,6,"35-44","M","N","OTH",1
"MC0599",15,6,"35-44","M","N","REP",1
"MC0599",15,6,"35-44","M","Y","REP",1
"MC0599",15,6,"35-44","U","Y","OTH",1
"MC0599",15,6,"45-54","F","N","DEM",2
"MC0599",15,6,"45-54","F","N","OTH",1
"MC0599",15,6,"45-54","F","Y","DEM",1
"MC0599",15,6,"45-54","F","Y","OTH",3
"MC0599",15,6,"45-54","F","Y","REP",1
"MC0599",15,6,"45-54","M","N","DEM",2
"MC0599",15,6,"45-54","M","N","OTH",2
"MC0599",15,6,"45-54","M","Y","OTH",1
"MC0599",15,6,"45-54","M","Y","REP",1
"MC0599",15,6,"55-64","F","N","DEM",1
"MC0599",15,6,"55-64","F","N","OTH",1
"MC0599",15,6,"55-64","F","Y","DEM",1
"MC0599",15,6,"55-64","F","Y","OTH",1
"MC0599",15,6,"55-64","F","Y","REP",1
"MC0599",15,6,"55-64","M","N","DEM",3
"MC0599",15,6,"55-64","M","N","OTH",1
"MC0599",15,6,"55-64","M","Y","DEM",2
"MC0599",15,6,"55-64","M","Y","OTH",1
"MC0599",15,6,"55-64","M","Y","REP",1
"MC0599",15,6,"55-64","U","Y","DEM",1
"MC0599",15,6,"55-64","U","Y","OTH",1
"MC0599",15,6,"55-64","U","Y","REP",1
"MC0599",15,6,"65-74","F","N","DEM",1
"MC0599",15,6,"65-74","F","Y","DEM",4
"MC0599",15,6,"65-74","F","Y","OTH",2
"MC0599",15,6,"65-74","M","N","DEM",1
"MC0599",15,6,"65-74","M","N","OTH",1
"MC0599",15,6,"65-74","M","Y","DEM",3
"MC0599",15,6,"65-74","M","Y","REP",2
"MC0599",15,6,"75-84","F","Y","OTH",2
"MC0599",15,6,"75-84","M","Y","DEM",1
"MC0599",15,6,"75-84","M","Y","OTH",1
"MC0599",15,6,"Over 85","U","N","OTH",1
"MC0600",23,6,"18-34","F","N","DEM",3
"MC0600",23,6,"18-34","F","N","OTH",5
"MC0600",23,6,"18-34","F","Y","DEM",7
"MC0600",23,6,"18-34","F","Y","GRN",1
"MC0600",23,6,"18-34","F","Y","OTH",6
"MC0600",23,6,"18-34","F","Y","REP",4
"MC0600",23,6,"18-34","M","N","DEM",3
"MC0600",23,6,"18-34","M","N","OTH",5
"MC0600",23,6,"18-34","M","N","REP",1
"MC0600",23,6,"18-34","M","Y","DEM",3
"MC0600",23,6,"18-34","M","Y","OTH",3
"MC0600",23,6,"18-34","M","Y","REP",6
"MC0600",23,6,"18-34","U","Y","OTH",1
"MC0600",23,6,"18-34","U","Y","REP",2
"MC0600",23,6,"35-44","F","N","DEM",1
"MC0600",23,6,"35-44","F","N","OTH",1
"MC0600",23,6,"35-44","F","N","REP",1
"MC0600",23,6,"35-44","F","Y","DEM",1
"MC0600",23,6,"35-44","F","Y","OTH",7
"MC0600",23,6,"35-44","M","N","DEM",1
"MC0600",23,6,"35-44","M","N","OTH",2
"MC0600",23,6,"35-44","M","N","REP",3
"MC0600",23,6,"35-44","M","Y","OTH",1
"MC0600",23,6,"35-44","M","Y","REP",1
"MC0600",23,6,"35-44","U","N","DEM",2
"MC0600",23,6,"35-44","U","N","REP",1
"MC0600",23,6,"45-54","F","N","DEM",1
"MC0600",23,6,"45-54","F","N","OTH",2
"MC0600",23,6,"45-54","F","N","REP",3
"MC0600",23,6,"45-54","F","Y","DEM",6
"MC0600",23,6,"45-54","F","Y","OTH",3
"MC0600",23,6,"45-54","F","Y","REP",3
"MC0600",23,6,"45-54","M","N","OTH",2
"MC0600",23,6,"45-54","M","N","REP",2
"MC0600",23,6,"45-54","M","Y","DEM",7
"MC0600",23,6,"45-54","M","Y","OTH",2
"MC0600",23,6,"45-54","M","Y","REP",4
"MC0600",23,6,"45-54","U","N","OTH",1
"MC0600",23,6,"45-54","U","Y","OTH",1
"MC0600",23,6,"55-64","F","N","DEM",1
"MC0600",23,6,"55-64","F","N","OTH",1
"MC0600",23,6,"55-64","F","N","REP",1
"MC0600",23,6,"55-64","F","Y","DEM",8
"MC0600",23,6,"55-64","F","Y","GRN",1
"MC0600",23,6,"55-64","F","Y","OTH",1
"MC0600",23,6,"55-64","F","Y","REP",2
"MC0600",23,6,"55-64","M","N","DEM",1
"MC0600",23,6,"55-64","M","N","OTH",2
"MC0600",23,6,"55-64","M","N","REP",2
"MC0600",23,6,"55-64","M","Y","DEM",3
"MC0600",23,6,"55-64","M","Y","GRN",1
"MC0600",23,6,"55-64","M","Y","OTH",3
"MC0600",23,6,"55-64","M","Y","REP",3
"MC0600",23,6,"65-74","F","N","DEM",1
"MC0600",23,6,"65-74","F","Y","DEM",2
"MC0600",23,6,"65-74","F","Y","OTH",2
"MC0600",23,6,"65-74","F","Y","REP",2
"MC0600",23,6,"65-74","M","N","REP",1
"MC0600",23,6,"65-74","M","Y","DEM",3
"MC0600",23,6,"65-74","M","Y","OTH",1
"MC0600",23,6,"65-74","M","Y","REP",3
"MC0600",23,6,"75-84","F","Y","DEM",1
"MC0600",23,6,"75-84","F","Y","OTH",1
"MC0600",23,6,"75-84","F","Y","REP",1
"MC0600",23,6,"75-84","M","N","OTH",1
"MC0600",23,6,"75-84","M","N","REP",1
"MC0600",23,6,"75-84","M","Y","DEM",2
"MC0600",23,6,"75-84","U","Y","OTH",1
"MC0600",23,6,"Over 85","F","Y","REP",1
"MC0600",23,6,"Over 85","M","Y","REP",1
"MC0601",30,7,"18-34","F","N","DEM",37
"MC0601",30,7,"18-34","F","N","GRN",1
"MC0601",30,7,"18-34","F","N","LBT",2
"MC0601",30,7,"18-34","F","N","OTH",55
"MC0601",30,7,"18-34","F","N","REP",5
"MC0601",30,7,"18-34","F","Y","DEM",138
"MC0601",30,7,"18-34","F","Y","LBT",2
"MC0601",30,7,"18-34","F","Y","OTH",85
"MC0601",30,7,"18-34","F","Y","REP",15
"MC0601",30,7,"18-34","M","N","DEM",37
"MC0601",30,7,"18-34","M","N","LBT",1
"MC0601",30,7,"18-34","M","N","OTH",58
"MC0601",30,7,"18-34","M","N","REP",3
"MC0601",30,7,"18-34","M","Y","DEM",110
"MC0601",30,7,"18-34","M","Y","LBT",3
"MC0601",30,7,"18-34","M","Y","OTH",81
"MC0601",30,7,"18-34","M","Y","REP",20
"MC0601",30,7,"18-34","U","N","DEM",4
"MC0601",30,7,"18-34","U","N","OTH",12
"MC0601",30,7,"18-34","U","N","REP",1
"MC0601",30,7,"18-34","U","Y","DEM",25
"MC0601",30,7,"18-34","U","Y","LBT",1
"MC0601",30,7,"18-34","U","Y","OTH",19
"MC0601",30,7,"18-34","U","Y","REP",4
"MC0601",30,7,"35-44","F","N","DEM",12
"MC0601",30,7,"35-44","F","N","OTH",22
"MC0601",30,7,"35-44","F","Y","DEM",60
"MC0601",30,7,"35-44","F","Y","LBT",1
"MC0601",30,7,"35-44","F","Y","OTH",30
"MC0601",30,7,"35-44","F","Y","REP",6
"MC0601",30,7,"35-44","M","N","DEM",10
"MC0601",30,7,"35-44","M","N","OTH",28
"MC0601",30,7,"35-44","M","N","REP",1
"MC0601",30,7,"35-44","M","Y","DEM",45
"MC0601",30,7,"35-44","M","Y","LBT",3
"MC0601",30,7,"35-44","M","Y","OTH",23
"MC0601",30,7,"35-44","M","Y","REP",5
"MC0601",30,7,"35-44","U","N","OTH",3
"MC0601",30,7,"35-44","U","N","REP",3
"MC0601",30,7,"35-44","U","Y","DEM",11
"MC0601",30,7,"35-44","U","Y","OTH",6
"MC0601",30,7,"35-44","U","Y","REP",1
"MC0601",30,7,"45-54","F","N","DEM",10
"MC0601",30,7,"45-54","F","N","OTH",10
"MC0601",30,7,"45-54","F","N","REP",1
"MC0601",30,7,"45-54","F","Y","DEM",42
"MC0601",30,7,"45-54","F","Y","OTH",21
"MC0601",30,7,"45-54","F","Y","REP",11
"MC0601",30,7,"45-54","M","N","DEM",6
"MC0601",30,7,"45-54","M","N","LBT",1
"MC0601",30,7,"45-54","M","N","OTH",12
"MC0601",30,7,"45-54","M","N","REP",3
"MC0601",30,7,"45-54","M","Y","DEM",40
"MC0601",30,7,"45-54","M","Y","LBT",3
"MC0601",30,7,"45-54","M","Y","OTH",15
"MC0601",30,7,"45-54","M","Y","REP",8
"MC0601",30,7,"45-54","U","N","DEM",2
"MC0601",30,7,"45-54","U","N","OTH",3
"MC0601",30,7,"45-54","U","N","REP",1
"MC0601",30,7,"45-54","U","Y","DEM",8
"MC0601",30,7,"45-54","U","Y","OTH",7
"MC0601",30,7,"45-54","U","Y","REP",1
"MC0601",30,7,"55-64","F","N","DEM",7
"MC0601",30,7,"55-64","F","N","OTH",4
"MC0601",30,7,"55-64","F","N","REP",1
"MC0601",30,7,"55-64","F","Y","DEM",45
"MC0601",30,7,"55-64","F","Y","OTH",18
"MC0601",30,7,"55-64","F","Y","REP",7
"MC0601",30,7,"55-64","M","N","DEM",8
"MC0601",30,7,"55-64","M","N","OTH",12
"MC0601",30,7,"55-64","M","N","REP",2
"MC0601",30,7,"55-64","M","Y","DEM",37
"MC0601",30,7,"55-64","M","Y","LBT",1
"MC0601",30,7,"55-64","M","Y","OTH",12
"MC0601",30,7,"55-64","M","Y","REP",4
